exchange,symbol,amount,value,timestamp
Kucoin,LUNA,198531.39125899,22.150147322765516,2022-05-21 10:24:51.647024+00:00
Kucoin,HAI,804.3102,19.27641997728,2022-05-21 10:24:51.647024+00:00
Kucoin,HERO,981.28202638,15.257169202561517,2022-05-21 10:24:51.647024+00:00
Kucoin,AMPL,16.80331879,15.250483772651004,2022-05-21 10:24:51.647024+00:00
Kucoin,BLOK,951.98009133,9.225077396825146,2022-05-21 10:24:51.647024+00:00
Kucoin,NAKA,42.60645874,5.526830579739544,2022-05-21 10:24:51.647024+00:00
Kucoin,NTVRK,11.48834642,4.318159693458516,2022-05-21 10:24:51.647024+00:00
Kucoin,ADA,1,0.52637704,2022-05-21 10:24:51.647024+00:00
Kucoin,1EARTH,0.00004227,4.2658249949999996e-07,2022-05-21 10:24:51.647024+00:00
Kucoin,USDT,0,0.0,2022-05-21 10:24:51.647024+00:00
Binance,BTC,0.00354089,103.81152865236342,2022-05-21 10:25:18.701837+00:00
Binance,ETH,0.10135461,199.87363654034638,2022-05-21 10:25:18.701837+00:00
Binance,USDT,1.45451913,1.45451913,2022-05-21 10:25:18.701837+00:00
Binance,XRP,0.20527000,0.0843551502183,2022-05-21 10:25:18.701837+00:00
Binance,ADA,0.79000000,0.41657680389999996,2022-05-21 10:25:18.701837+00:00
Binance,MATIC,18.98100000,12.21418922436,2022-05-21 10:25:18.701837+00:00
Binance,CHZ,299.70000000,35.632885446,2022-05-21 10:25:18.701837+00:00
Binance,ALGO,0.00309000,0.001324777554,2022-05-21 10:25:18.701837+00:00
Binance,DOGE,110.85000000,9.332757469499999,2022-05-21 10:25:18.701837+00:00
Binance,BUSD,0.06203243,0.06203243,2022-05-21 10:25:18.701837+00:00
Binance,EUR,0.04496569,0.047447044261663206,2022-05-21 10:25:18.701837+00:00
Binance,BIDR,74480.44,5.064667286373012,2022-05-21 10:25:18.701837+00:00
Binance,DOT,1.02897000,10.0961200694043,2022-05-21 10:25:18.701837+00:00
Binance,SAND,11.98800000,15.75590847984,2022-05-21 10:25:18.701837+00:00
Binance,LUNA,2746738.04244000,306.1514222103624,2022-05-21 10:25:18.701837+00:00
Binance,AAVE,0.17982000,16.3620148853214,2022-05-21 10:25:18.701837+00:00
Binance,FIL,2.00799000,16.1306598648285,2022-05-21 10:25:18.701837+00:00
Binance,1INCH,9.39060000,8.68182990957,2022-05-21 10:25:18.701837+00:00
Binance,PHA,30.00000000,3.7777871999999997,2022-05-21 10:25:18.701837+00:00
Binance,LINA,300.00000000,2.68428,2022-05-21 10:25:18.701837+00:00
Binance,SHIB,1558718.00,18.06554162,2022-05-21 10:25:18.701837+00:00
Binance,UST,352.00000000,90.58379616,2022-05-21 10:25:18.701837+00:00
GateIO,ATLAS,382.66314,3.2698565313000003,2022-05-21 10:25:18.701837+00:00
GateIO,KISHU,3489545661.522,2.170497401466684,2022-05-21 10:25:18.701837+00:00
GateIO,DAO,30.253372,52.3111055252,2022-05-21 10:25:18.701837+00:00
GateIO,USDG,0.00083975,0.0008275736250000001,2022-05-21 10:25:18.701837+00:00
GateIO,BTRST,100,250.1,2022-05-21 10:25:18.701837+00:00
GateIO,BLOK,582.239188,5.65936490736,2022-05-21 10:25:18.701837+00:00
GateIO,USDT,0.402639614867,0.402639614867,2022-05-21 10:25:18.701837+00:00
GateIO,10SET,8.966032,26.916028064,2022-05-21 10:25:18.701837+00:00
GateIO,SFM,8469.93209818,5.027751693479647,2022-05-21 10:25:18.701837+00:00
GateIO,LSS,274.234885088,50.86234413727136,2022-05-21 10:25:18.701837+00:00
GateIO,ADA,16.840252,8.88020168464,2022-05-21 10:25:18.701837+00:00
GateIO,LUNA,211587.976,23.670770051072,2022-05-21 10:25:18.701837+00:00
Kucoin,ETH,0.09243092,181.87849358993597,2022-05-21 10:25:18.701837+00:00
Kucoin,DOGE,951.31775893,79.95081833319166,2022-05-21 10:25:18.701837+00:00
Kucoin,DAG,311.68861024,33.44498891848032,2022-05-21 10:25:18.701837+00:00
Kucoin,LUNA,198531.39125899,22.187868287104724,2022-05-21 10:25:18.701837+00:00
Kucoin,HAI,804.3102,19.292482051974,2022-05-21 10:25:18.701837+00:00
Kucoin,HERO,981.28202638,15.257169202561517,2022-05-21 10:25:18.701837+00:00
Kucoin,AMPL,16.80331879,15.250483772651004,2022-05-21 10:25:18.701837+00:00
Kucoin,BLOK,951.98009133,9.226981357007807,2022-05-21 10:25:18.701837+00:00
Kucoin,NAKA,42.60645874,5.552358665558202,2022-05-21 10:25:18.701837+00:00
Kucoin,NTVRK,11.48834642,4.310129109544008,2022-05-21 10:25:18.701837+00:00
Kucoin,ADA,1,0.52635108,2022-05-21 10:25:18.701837+00:00
Kucoin,1EARTH,0.00004227,4.2658249949999996e-07,2022-05-21 10:25:18.701837+00:00
Kucoin,USDT,0,0.0,2022-05-21 10:25:18.701837+00:00
Binance,BTC,0.00354089,103.80583287681037,2022-05-21 10:25:41.234140+00:00
Binance,ETH,0.10135461,199.85665549776783,2022-05-21 10:25:41.234140+00:00
Binance,USDT,1.45451913,1.45451913,2022-05-21 10:25:41.234140+00:00
Binance,XRP,0.20527000,0.0843459028048,2022-05-21 10:25:41.234140+00:00
Binance,ADA,0.79000000,0.4164804476,2022-05-21 10:25:41.234140+00:00
Binance,MATIC,18.98100000,12.20855945976,2022-05-21 10:25:41.234140+00:00
Binance,CHZ,299.70000000,35.630745587999996,2022-05-21 10:25:41.234140+00:00
Binance,ALGO,0.00309000,0.0013246566423,2022-05-21 10:25:41.234140+00:00
Binance,DOGE,110.85000000,9.3277758705,2022-05-21 10:25:41.234140+00:00
Binance,BUSD,0.06203243,0.06203243,2022-05-21 10:25:41.234140+00:00
Binance,EUR,0.04496569,0.0474477659609877,2022-05-21 10:25:41.234140+00:00
Binance,BIDR,74480.44,5.064670730347317,2022-05-21 10:25:41.234140+00:00
Binance,DOT,1.02897000,10.091690940067199,2022-05-21 10:25:41.234140+00:00
Binance,SAND,11.98800000,15.7472437932,2022-05-21 10:25:41.234140+00:00
Binance,LUNA,2746738.04244000,306.1514222103624,2022-05-21 10:25:41.234140+00:00
Binance,AAVE,0.17982000,16.3606940606682,2022-05-21 10:25:41.234140+00:00
Binance,FIL,2.00799000,16.130561734357197,2022-05-21 10:25:41.234140+00:00
Binance,1INCH,9.39060000,8.675314335665998,2022-05-21 10:25:41.234140+00:00
Binance,PHA,30.00000000,3.7777871999999997,2022-05-21 10:25:41.234140+00:00
Binance,LINA,300.00000000,2.683587,2022-05-21 10:25:41.234140+00:00
Binance,SHIB,1558718.00,18.06554162,2022-05-21 10:25:41.234140+00:00
Binance,UST,352.00000000,90.58379616,2022-05-21 10:25:41.234140+00:00
GateIO,ATLAS,382.66314,3.2698565313000003,2022-05-21 10:25:41.234140+00:00
GateIO,KISHU,3489545661.522,2.170497401466684,2022-05-21 10:25:41.234140+00:00
GateIO,DAO,30.253372,52.323206874,2022-05-21 10:25:41.234140+00:00
GateIO,USDG,0.00083975,0.0008275736250000001,2022-05-21 10:25:41.234140+00:00
GateIO,BTRST,100,250.1,2022-05-21 10:25:41.234140+00:00
GateIO,BLOK,582.239188,5.65354251548,2022-05-21 10:25:41.234140+00:00
GateIO,USDT,0.402639614867,0.402639614867,2022-05-21 10:25:41.234140+00:00
GateIO,10SET,8.966032,26.916028064,2022-05-21 10:25:41.234140+00:00
GateIO,SFM,8469.93209818,5.027751693479647,2022-05-21 10:25:41.234140+00:00
GateIO,LSS,274.234885088,50.86234413727136,2022-05-21 10:25:41.234140+00:00
GateIO,ADA,16.840252,8.88020168464,2022-05-21 10:25:41.234140+00:00
GateIO,LUNA,211587.976,23.641147734432,2022-05-21 10:25:41.234140+00:00
Kucoin,ETH,0.09243092,181.88207754432474,2022-05-21 10:25:41.234140+00:00
Kucoin,DOGE,951.31775893,79.91281318872241,2022-05-21 10:25:41.234140+00:00
Kucoin,DAG,311.68861024,33.44498891848032,2022-05-21 10:25:41.234140+00:00
Kucoin,LUNA,198531.39125899,22.179927031454362,2022-05-21 10:25:41.234140+00:00
Kucoin,HAI,804.3102,19.292482051974,2022-05-21 10:25:41.234140+00:00
Kucoin,HERO,981.28202638,15.19838059636109,2022-05-21 10:25:41.234140+00:00
Kucoin,AMPL,16.80331879,15.250483772651004,2022-05-21 10:25:41.234140+00:00
Kucoin,BLOK,951.98009133,9.225077396825146,2022-05-21 10:25:41.234140+00:00
Kucoin,NAKA,42.60645874,5.526830579739544,2022-05-21 10:25:41.234140+00:00
Kucoin,NTVRK,11.48834642,4.310129109544008,2022-05-21 10:25:41.234140+00:00
Kucoin,ADA,1,0.52632411,2022-05-21 10:25:41.234140+00:00
Kucoin,1EARTH,0.00004227,4.2658249949999996e-07,2022-05-21 10:25:41.234140+00:00
Kucoin,USDT,0,0.0,2022-05-21 10:25:41.234140+00:00
